m-3AAr: e-9999 
m-5AAr: e-6 
m-4AC: o-9 
m-6AA: o-13 
m26AG: e1 e60 
m7AEr: e5 o-45 
m-21AF: e11 e42 
R-5m-10AG: e15 o-9 
m-11AD: e23 e-9999 
m-10ABr: e35 o-4 
m-3AD: e35 e-17 
m-18AC: e36 e22 
m-33ACr: e9999 e17 o37 
m-12AFr: e9999 e29 e0 
m2ABr: e9999 e58 e39 
m8AA: e1 e23 e8 
m0ABr: e1 e23 o11 
m15AD: e1 e38 e26 
R12m26AG: o1 o39 o12 
L15m26AG: e1 e56 e-30 
m-13AAr: e4 e9999 e20 
m-8AA: e4 e9999 e24 
m-13AD: e5 o-17 e-28 
R-9m7AEr: e5 e-30 o4 
R-8m7AEr: e5 e-32 e15 
L-17m7AEr: e5 e-38 e7 
L-1m7AEr: e5 e-50 e-51 
m6AE: o-7 o-11 e-8 
m0AA: o-7 o-11 o-13 
m2AC: o-7 o-29 o-53 
m-2ABr: e15 e2 e9999 
m-7AF: e15 e2 e5 
m-7ACr: e15 e2 o1 
L-12m2AC: o19 o32 e26 
L-41m-20ABr: e19 e33 e55 
m-16AC: e19 e33 e-5 
m9AAr: e19 o29 o14 
m-5AB: e19 o29 o38 
L-25m-2AC: e19 o33 o-29 
L-25m10AFr: e19 o33 o-33 
L-25m-6AA: e19 o33 o-45 
L-25m6AFr: e19 o33 e-54 
m-13ACr: e23 e13 e9999 
m-21AAr: e23 e26 o-15 
m-1AD: e24 e24 e13 
m2AA: e24 e24 o-6 
m-14AG: e26 e-9999 e4 
m-20AA: e26 e-26 e15 
m-18ADr: e26 e36 e28 
m-23AEr: e26 e36 e35 
m-12ABr: e26 e36 e56 
m-10AC: e29 e19 e4 
m-3AF: e29 e19 e-4 
m-12ADr: e29 e23 e9 
m-8ABr: e29 e28 e9999 
m-6AC: e29 o2 o7 
R-8m-6AC: e29 o-14 o-39 
m-2AE: e29 e-25 e33 
m-4AA: e32 e8 e15 
m4AE: e33 o32 e21 
m3AF: e33 o32 e23 
m9AGr: e35 e-2 e-16 
R-4m-6ADr: o35 e-3 o-5 
m6AG: e35 o-3 o17 
L-14m-4AC: o35 e-8 e-17 
m-16AG: e35 o-12 e9999 
m1AF: e36 e30 e1 
m-5AF: e38 e-9999 o0 
m-5BBr: e2 e-43 o-39 e1 
m-17BC: e2 e-43 o-39 o-28 
L3m-16BCr: e2 o49 e18 o-3 
m-24BEr: e2 o51 o-29 e12 
m-19BC: e33 e-9999 o-21 e-22 
m-9BFr: e33 o-9999 o-47 o-3 
m-22BF: e33 e0 o-1 o-3 
m-20BD: e33 e0 o-1 o-35 
m-14BF: e33 e0 o-1 e-48 
m-16BD: e33 e0 e-2 e-23 
m-26BF: e39 e-9999 e4 o-13 
m4BB: e39 e2 o11 e8 
m-10BF: e39 e33 e17 o-20 
m-9BG: e45 e9999 e4 o15 
m-27BDr: e45 e9999 e9 e8 
m-5BG: e45 e-2 e-8 e-12 
m6BCr: e45 e-2 e-22 e-9999 
m1BBr: e45 e-2 e-24 e43 
m-12BAr: e45 e5 e2 e6 
m-16BCr: e45 e5 e5 e-18 
m-27BC: e45 e5 e5 e-28 
m-32BEr: e45 e5 e12 o57 
m-24BAr: e45 e-6 e26 e18 
m-27BBr: e45 e-6 e29 o-1 
m-25BC: e45 e10 e9999 e7 
m-9BA: e45 e10 e9 e18 
m-33BA: e45 e10 e11 e34 
m-22BEr: e45 e10 e11 e50 
m-28BCr: e45 e11 e-20 o-47 
m-27BFr: e45 e11 e-20 e-58 
m-5BDr: e45 e11 e-22 o-9999 
m-14BB: e45 e11 o-51 e9999 
m-22BB: e45 e16 e-20 e-9999 
m-25BBr: e45 e16 o-21 e9999 
m-20BAr: e45 e16 o-27 o-15 
m-14BD: e45 e16 o-31 e-9999 
m-23BG: e45 e16 o-35 e0 
m-25BG: e45 e16 e-36 e-9999 
m-28BF: e45 e16 e-36 e0 
m-24BB: e45 e-18 e24 o28 
m-17BDr: e45 e-18 e26 e-18 
m-25BE: e45 e-18 e34 o5 
m-14BCr: e45 e-18 e42 e-3 
m-3BG: e45 e-24 e9999 o-27 
m-23BE: e45 e32 o-21 o-9999 
m4BD: e45 e32 e-34 e20 
m-8BAr: e45 e32 e-44 e-7 
m-4BGr: e45 e33 e8 o-8 
m-41BC: e45 e33 e-21 o-21 
m-12BD: e45 e34 e56 e-10 
m-21BDr: e45 e-34 e14 e-37 
m18BCr: e45 e-34 e17 e6 
m-1BA: e45 e-34 e30 e-24 
m15BC: e45 e-34 e33 e42 
m-7BA: e45 e36 e23 e1 
m-11BBr: e45 e36 o20 e4 
m-2BB: e45 e36 o20 e24 
m-8BCr: e45 e36 o34 o-7 
m5BC: e45 e36 o34 o-11 
m-15BC: e45 e36 o34 e-32 
m-4BB: e45 e36 o52 e29 
m-31BE: e45 e37 e10 o-9 
m-12BGr: e45 e38 o-23 e0 
m1BC: e45 e39 o-53 e30 
R-3m4BAr: o45 o39 o-56 e9999 
R-3m-2BB: o45 o39 o-56 e5 
m-19BA: e45 e41 e9999 o58 
m-18BD: e45 e41 e9999 o60 
m2BGr: e45 o-41 e-20 e23 
R-12m5BE: o45 e-41 o-22 o-8 
R8m-10BD: o45 e-41 o-28 o56 
R8m3BA: e45 o-41 e-28 o52 
m3BC: e45 e43 e9999 o-2 
m-4BD: e45 e43 e9999 o-4 
m-7BG: e45 e43 e0 o-20 
m0BGr: e45 e43 e0 o-46 
L-5m-3BC: e45 e43 e1 o-21 
m-6BGr: e45 e43 e-4 e9999 
m-10BEr: e45 e43 o-7 o-11 
L0m-8BB: e45 e43 o-7 o-27 
m-4BCr: e45 e43 o-7 o-29 
m-1BC: e45 e43 e17 e-20 
R-16m5BE: e45 e-46 e-6 o-55 
m-37BE: e45 e-52 o-23 e-35 
L-20m5BE: e45 e-52 e42 e4 
R-20m-21BDr: o2 o-9999 e56 e-12 o9999 
R5m-28BCr: e2 o-5 e-14 e-2 e28 
R-9m-23BA: o2 o-6 e-5 o56 o55 
R-15m5BFr: e2 e11 e26 o-17 o10 
R-28m-29BC: o2 o31 e-9999 o-43 e-35 
R-28m-8BAr: o2 o31 e-9999 o-43 e-53 
L-4m-17BDr: o2 o31 e33 e37 e-51 
L-4m-32BD: o2 o31 e33 e37 o-51 
L-7m-12BF: e2 o-8 o9999 e38 o-59 
L-7m-8BD: e2 o-8 o9999 e38 e-31 
L-7m-8BAr: e2 o-8 o9999 e38 o-50 
L-7m-10BEr: e2 o-8 o16 e-34 e-21 
L3m-17BC: e2 o49 e18 o9999 e9999 
L3m-10BD: e2 o49 e18 o9999 e-10 
L3m-22BAr: e2 o49 e18 o-9999 e-9999 
L3m-23BA: e2 o49 e18 o-9999 o-7 
L3m-14BCr: e2 o49 e18 o-9999 e15 
L3m-25BA: e2 o49 e18 o-9999 o-19 
L3m-13BA: e2 o49 e18 o-9999 e26 
L3m-11BC: e2 o49 e18 o-9999 e28 
L3m-20BAr: e2 o49 e18 o-9999 e31 
L3m10BD: e2 o49 e18 e6 e-32 
L3m-26BB: e2 o49 e18 o-7 e-9999 
L3m-16BF: e2 o49 e18 e13 e-2 
L3m-16BD: e2 o49 e18 e13 e-6 
L3m-22BCr: e2 o49 e18 e13 e35 
L3m-23BE: e2 o49 e18 e20 e16 
L3m-17BDr: e2 o49 e18 o-23 e1 
L3m-25BE: e2 o49 e18 e25 o-1 
L3m-29BC: e2 o49 e18 e25 e-27 
L3m-38BCr: e2 o49 e18 e25 o-42 
L3m-18BCr: e2 o49 e18 e-1 e9999 
L3m-27BFr: e2 o49 e18 e-1 o-17 
L-34m-8BEr: o33 o-9999 e-13 e5 o-9999 
L-3m-13BE: o33 o0 o-22 o-26 o9999 
R-28m-8BEr: o33 o0 o-22 o37 e-31 
R-26m-12BB: e39 e2 e16 e5 e53 
L-6m-13BC: e45 e-2 o-7 o-39 e3 
L-5m6BAr: o45 o-2 e-7 o-48 o28 
R-21m-10BF: o45 o-2 e-9 o10 o9999 
R-15m-10BF: o45 o-2 e-9 o29 e-30 
R-12m-2BGr: e45 e-2 o-25 e-10 e0 
L-34m-12BB: e45 e-6 e27 o28 e18 
L-34m-19BC: e45 e-6 e27 o28 e22 
L-17m-20BAr: e45 e10 e8 e49 e13 
L-17m-15BA: e45 e10 e8 e49 e-19 
L3m-9BDr: e45 e-10 e0 e19 e-9999 
L-13m-27BE: o45 o11 e-9999 e-53 e-9 
L-13m-23BC: o45 o11 e-9999 e-53 o-20 
R-14m-28BEr: o45 o11 o11 o53 o9 
R-14m-24BCr: o45 o11 o11 o53 o20 
L-15m-13BBr: o45 o11 e-45 o-9999 o-9999 
L-15m-14BB: o45 o11 e-45 o-9999 o-4 
L-15m-10BB: o45 o11 e-45 e9999 e5 
L-15m-16BGr: o45 o11 e-45 e-9999 o17 
L-15m-11BA: o45 o11 e-45 e-1 e-35 
L-15m-19BE: o45 o11 e-45 o9 e9999 
L-15m-11BBr: o45 o11 e-45 o22 o-6 
L-27m-23BE: o45 o11 e-49 o46 e14 
L-36m-15BA: o45 o11 o-58 e-35 o5 
L-36m-13BC: o45 o11 o-58 e-35 o-24 
R-35m-12BD: o45 o16 o-8 o-10 o34 
L-20m-33BFr: e45 e16 o-13 e-4 e9999 
R-23m-22BAr: o45 o-24 o9999 o-34 o1 
R-23m-1BC: o45 o-24 o9999 o-34 e-11 
R-7m-15BG: e45 e-28 e-8 o19 e-9999 
R-7m-18BF: e45 e-28 e-8 o19 e0 
R-3m-14BB: e45 e-28 e27 o51 o-24 
R-14m-9BA: e45 e32 o-17 e-20 e18 
L-27m-10BCr: o45 o32 e-21 o32 o-9999 
L-12m11BE: e45 e32 e-34 o37 o-6 
R-13m-34BB: e45 e33 o57 e11 o-17 
R-33m-22BAr: o45 o33 e57 o32 o0 
L-10m-31BA: e45 e34 e35 o32 e9999 
L-10m-32BAr: e45 e34 e35 o32 e6 
L-10m-39BA: e45 e34 e35 o32 e15 
L-10m-34BAr: e45 e34 e35 o32 e20 
L-3m7BC: e45 e-34 o-1 e14 e0 
R12m-2BEr: o45 o-34 e-3 o53 o9 
R12m2BCr: o45 o-34 e-3 o53 o20 
L-8m-5BBr: o45 o-34 o-4 o41 o-2 
L-8m-2BGr: o45 o-34 o-4 o41 o30 
L-8m-1BDr: o45 o-34 o-4 o41 o32 
L5m-12BD: e45 e-34 e28 e40 e9999 
L-23m-6BCr: o45 e-35 e-16 o32 e1 
R-22m-7BDr: o45 e-35 e-60 e-3 e20 
R-22m-11BA: o45 e-35 e-60 e-3 e49 
R-13m-19BC: o45 o36 e51 o19 o-9999 
R-13m-27BBr: o45 o36 e51 o19 o24 
L-16m-23BDr: o45 o37 o7 e18 o52 
R-5m-26BAr: o45 o37 o11 o-32 o-9999 
R-5m-27BA: o45 o37 o11 o-32 o-6 
R-5m-34BAr: o45 o37 o11 o-32 e-15 
R-5m-29BA: o45 o37 o11 o-32 o-20 
L-11m-18BD: o45 o39 o0 o-58 o9999 
L-4m-16BAr: e45 e39 e1 e-12 o-1 
L-4m-24BD: e45 e39 e1 e-12 e-8 
L-12m-27BDr: e45 e39 e1 e29 e-24 
L-26m-22BAr: o45 o39 o2 e9999 o3 
L-26m-10BCr: o45 o39 o2 e57 o9999 
R-3m-3BA: o45 o39 o-56 o-9999 e58 
R-3m-2BD: o45 o39 o-56 o-9999 e60 
R-3m-10BD: o45 o39 o-56 e15 e24 
R-3m5BC: o45 o39 o-56 e25 o9999 
R-3m12BD: o45 o39 o-56 e25 o-10 
L-7m5BE: o45 e-41 e-21 o26 e-11 
R-19m5BE: o45 e-41 e-21 o32 o-9999 
R-19m-6BF: o45 e-41 e-21 o32 o-16 
R-12m2BB: o45 e-41 o-22 e-3 o15 
R-12m-18BGr: o45 e-41 o-22 o20 o12 
R-12m0BB: o45 e-41 o-22 o20 o32 
R-12m-6BF: o45 e-41 o-22 o27 o16 
R-12m-12BB: o45 e-41 o-22 o27 e-24 
R-12m5BDr: o45 e-41 o-22 o31 e-60 
R-12m1BA: o45 e-41 o-22 o41 e6 
R-12m-9BA: o45 e-41 o-22 o41 e-56 
R-12m-19BFr: o45 e-41 o-22 o51 o-12 
R-12m-5BDr: o45 e-41 o-22 o52 o3 
R-12m4BGr: o45 e-41 o-22 o55 e-9999 
R-12m-14BGr: o45 e-41 o-22 o59 e-5 
R-8m-16BEr: o45 e-41 e11 o9 o-27 
R-8m5BE: o45 e-41 e11 o33 o20 
R-8m-2BB: o45 e-41 e11 o58 o9999 
L-5m-17BC: e45 e43 e1 e-22 e12 
L-5m-16BAr: e45 e43 e1 e-22 e15 
R12m-29BA: o45 o43 o4 o27 o58 
R12m-28BD: o45 o43 o4 o27 o60 
L-19m3BC: e45 e44 e-12 e9999 o-2 
L-19m-4BD: e45 e44 e-12 e9999 o-4 
L-19m-7BDr: e45 e44 e-12 e0 o-13 
L-19m-12BAr: e45 e44 e-12 e0 e-22 
L-19m-7BG: e45 e44 e-12 e0 o-20 
L-19m0BGr: e45 e44 e-12 e0 o-46 
L-19m-6BGr: e45 e44 e-12 e-4 e9999 
L-19m-9BFr: e45 e44 e-12 e-4 e8 
L-19m-14BCr: e45 e44 e-12 e-6 o-49 
L-19m-10BEr: e45 e44 e-12 o-7 o-11 
L-19m-4BCr: e45 e44 e-12 o-7 o-29 
L-19m-1BC: e45 e44 e-12 e17 e-20 
R-17m5BE: e45 o-45 e9999 e17 o9 
R-17m3BA: e45 o-45 e9999 e37 e54 
R-17m-2BGr: e45 o-45 e9999 e50 e-11 
R-17m-1BE: e45 o-45 e9999 o-24 e34 
R-17m-7BA: e45 o-45 e9999 e-33 e18 
R-17m12BB: e45 o-45 e9999 o-34 o-22 
R-17m-5BC: e45 o-45 e1 o-3 e9999 
R-17m-2BF: e45 o-45 e1 e-8 o-47 
R-17m-4BCr: e45 o-45 e1 e18 e-9999 
R-17m3BDr: e45 o-45 e1 e18 e10 
R-17m-13BBr: e45 o-45 e1 e22 e22 
R-17m-11BBr: e45 o-45 e1 e22 o21 
R-17m-14BD: e45 o-45 e1 e26 e-18 
R-17m-9BE: e45 o-45 e1 e26 e47 
R-17m-27BC: e45 o-45 e1 e26 o-46 
R-17m5BDr: e45 o-45 e1 e33 e9999 
R-17m-15BA: e45 o-45 e1 e42 e6 
R-17m-7BC: e45 o-45 e1 e53 o-1 
R-17m-9BBr: e45 o-45 o0 e-9999 e-19 
L-21m5BE: o45 o-46 o9 o32 o9999 
R-18m5BE: o45 o-46 o-14 e-7 o9999 
L-42m5BE: o45 o-52 o-9999 o7 o12 
R-25m5BE: e45 e-52 e6 e15 e9999 
L-6m5BE: e45 e-52 o-9 o32 e12 
R-34m5BE: o45 o-52 e-13 o-32 o-9999 
R-8m-22BCr: e45 e-52 e-16 o-7 o-25 
L-31m5BE: o45 o-52 e-23 o-26 o5 
L-29m5BE: o45 o-52 o30 o32 o9999 
R-39m5BE: e45 e-52 e43 o-27 e1 
m-3CCr: e11 
m-9CF: e16 
m-8CBr: e24 
m-6CFr: e1 o-5 
m-7CCr: e1 e-18 
m-6CA: e1 o-25 
m0CC: e2 o-21 
m1CCr: e3 e-9999 
m-8CFr: e5 o-5 
m-9CCr: e5 e-18 
m-8CA: e5 o-25 
m-10CDr: e21 e-32 
m24CE: e1 e0 o-55 
m-2CDr: e1 o-7 o-1 
m3CCr: e1 o-7 e13 
m-7CB: e1 o-7 e-14 
m-5CGr: e1 o-19 e-24 
m-10CA: e1 o-27 e-16 
m-22CG: e1 o-27 o-21 
L0m4CC: o1 e-27 o-30 
m-7CAr: e1 e-28 e9999 
m-14CC: e2 e-22 e12 
m-13CAr: e2 e-22 e15 
m22CE: e5 e0 o-55 
m-4CDr: e5 o-7 o-1 
m-9CB: e5 o-7 e-14 
m-7CGr: e5 o-19 e-24 
m-12CA: e5 o-27 e-16 
m-24CG: e5 o-27 o-21 
L-2m2CC: o5 e-27 o-30 
m-9CAr: e5 e-28 e9999 
m0CBr: e12 o-1 e2 
m-8CE: e12 e33 e13 
m-10CBr: e17 e4 e-9999 
m-18CA: e17 o3 o-11 
m-18CC: e17 o3 e-12 
m-26CE: e21 e4 e-34 
m-6CC: e21 o-5 o3 
m1CGr: e21 o-49 e6 
m-5CCr: e22 e3 e-9999 
m-2CFr: e22 e8 e47 
m-4CC: e22 e-18 e9999 
m3CD: e22 e-18 e-10 
m-13CB: e22 e-22 e-22 
m-11CB: e22 e-22 e-21 
m-14CDr: e22 e-26 e18 
m-9CEr: e22 e-26 o-47 
m-27CCr: e22 e-26 o46 
m5CD: e22 o-33 e-9999 
L-8m5CD: o22 e-37 o1 
L-8m-11CF: o22 e-37 o44 
L-8m-12CA: o22 e-37 o47 
m-15CAr: e22 e-42 e-6 
m15CAr: e1 e0 e-2 e-18 
m9CB: e1 e0 o-3 o9999 
m6CBr: e1 e0 e5 o-1 
m10CC: e1 e0 o-5 e9999 
R4m10CFr: o1 o0 o11 o13 
m3CEr: e1 e0 e11 e-16 
m4CA: e1 e0 e11 e-40 
m9CD: e1 e0 e14 e9999 
m4CDr: e1 e0 e-18 e27 
m11CF: e1 e0 e-24 e-8 
m2CG: e1 e0 e-28 o14 
m12CDr: e1 e0 e39 e-2 
m7CCr: e1 e3 e28 o-23 
L8m-11CB: e1 e3 e43 e-36 
R12m-2CFr: o1 o3 o49 e-5 
R12m-2CE: o1 o3 o49 o-18 
m-4CBr: e1 e3 o-4 o-7 
m-1CD: e1 e-6 e-9999 o-6 
m-15CB: e1 o-7 e1 e-2 
m-7CEr: e1 o-7 e1 e4 
m-20CG: e1 o-7 e15 e4 
m-24CBr: e1 o-7 e16 e9 
m-17CAr: e1 o-7 o-21 e12 
m-18CDr: e1 o-7 e-30 e-32 
m-3CGr: e1 o-7 e32 o-11 
m-19CGr: e1 o-7 e-32 o-31 
m-18CG: e1 o-7 e35 o39 
m-2CA: e1 e-10 e9999 e18 
m-9CD: e1 e-10 e0 o-10 
m0CE: e1 e-10 o-3 e3 
m8CFr: e1 e-10 e19 e24 
L2m8CFr: o1 o-10 o19 o-26 
m-15CD: e1 e-10 e32 e27 
m-12CBr: e1 e-10 e32 o21 
m-2CG: e1 o-13 e9999 o53 
m-5CF: e1 o-19 e-6 o-36 
L-24m-5CF: o1 e-19 o8 o-18 
m-19CAr: e1 o-19 e8 o-57 
L-12m7CAr: o1 e-19 o10 o9 
m-8CDr: e1 o-19 o-19 e5 
R-7m-20CA: o1 e-19 e-19 o49 
m-2CBr: e1 o-19 e27 e12 
L-28m-5CF: o1 e-19 o-32 e-53 
m-5CD: e1 o-27 o-5 e60 
L0m-10CC: o1 e-27 e-29 e-5 
m-6CE: e1 e-28 e7 o9999 
R-21m-6CE: o1 o-28 o7 e26 
m-3CAr: e1 e-28 e8 e-18 
m5CB: e2 o-9999 o-9999 e1 
m5CAr: e2 o-9999 o-9999 o0 
m1CB: e2 o-9999 o-9999 e-9 
m8CBr: e2 o-9999 o-9999 e-23 
m-11CD: e2 o-19 e-9999 e-8 
m-13CF: e2 e-22 e-9999 e5 
m13CAr: e5 e0 e-2 e-18 
m7CB: e5 e0 o-3 o9999 
m4CBr: e5 e0 e5 o-1 
m8CC: e5 e0 o-5 e9999 
R2m8CFr: o5 o0 o11 o13 
m1CEr: e5 e0 e11 e-16 
m2CA: e5 e0 e11 e-40 
m7CD: e5 e0 e14 e9999 
m2CDr: e5 e0 e-18 e27 
m9CF: e5 e0 e-24 e-8 
m0CG: e5 e0 e-28 o14 
m10CDr: e5 e0 e39 e-2 
m5CCr: e5 e3 e28 o-23 
L6m-13CB: e5 e3 e43 e-36 
R10m-4CFr: o5 o3 o49 e-5 
R10m-4CE: o5 o3 o49 o-18 
m-6CBr: e5 e3 o-4 o-7 
m-3CD: e5 e-6 e-9999 o-6 
m-1CCr: e5 e-6 e-9999 o13 
m-17CB: e5 o-7 e1 e-2 
m-26CBr: e5 o-7 e16 e9 
m-11CCr: e5 o-7 o-21 e-6 
m-20CDr: e5 o-7 e-30 e-32 
m-21CGr: e5 o-7 e-32 o-31 
m-4CA: e5 e-10 e9999 e18 
m-2CE: e5 e-10 o-3 e3 
m6CFr: e5 e-10 e19 e24 
L0m6CFr: o5 o-10 o19 o-26 
m-17CD: e5 e-10 e32 e27 
m-14CBr: e5 e-10 e32 o21 
m-4CG: e5 o-13 e9999 o53 
m-7CF: e5 o-19 e-6 o-36 
L-26m-7CF: o5 e-19 o8 o-18 
m-21CAr: e5 o-19 e8 o-57 
L-14m5CAr: o5 e-19 o10 o9 
m-20CA: e5 o-19 e15 e23 
m-16CDr: e5 o-19 o-19 e-4 
R-9m-22CA: o5 e-19 e-19 o49 
L-30m-7CF: o5 e-19 o-32 e-53 
m-7CD: e5 o-27 o-5 e60 
L-2m-12CC: o5 e-27 e-29 e-5 
R-23m-8CE: o5 o-28 o7 e26 
m-5CAr: e5 e-28 e8 e-18 
L-15m0CBr: e12 o-1 o-29 e6 
R-14m0CBr: e12 o-1 o0 e9999 
R-20m-33CF: o12 e-1 e2 o18 
m-24CA: e12 e11 e9 e26 
m-6CG: e12 e11 e45 o-30 
m-22CDr: e12 e11 e-11 o-5 
m-12CG: e12 e12 e-14 e21 
m-27CAr: e12 e12 o-15 e-4 
R-5m-20CFr: e12 e12 o-15 e49 
m-16CG: e12 e13 e1 e56 
L-1m-7CCr: e12 e15 e9 e20 
m2CBr: e12 e15 e9 e53 
R-8m12CDr: o12 o28 e-5 e20 
m-16CA: e12 e33 e24 o-13 
L-3m-16CDr: o12 o33 o50 o-12 
m-13CD: e12 e33 e50 o-19 
L-15m-8CC: e17 o-9999 o-9999 e-4 
m0CFr: e17 o-9999 o28 e0 
m-21CF: e17 o-9999 o36 e-9999 
m-31CB: e17 o-9999 o36 o13 
m-25CD: e17 e0 o-9 e-8 
m-28CE: e17 e2 e34 o9999 
m-49CF: e17 e2 e34 o41 
R-12m-13CB: o17 o2 e29 o-9999 
m-36CDr: e17 o-3 e9 e8 
m-1CF: e17 e44 e19 o-6 
m-9CGr: e17 e44 e-1 o-38 
m-30CA: e17 o1 e-38 o-35 
m-26CC: e17 o3 e-18 e10 
m-28CFr: e17 o3 o-33 o32 
m-16CC: e17 o10 e-9999 o55 
m-13CEr: e17 o10 e30 e9999 
m-12CDr: e17 o14 o-9999 o-60 
m8CA: e17 o23 e39 o-26 
m-1CEr: e17 o34 o9999 o9999 
L-13m-5CCr: e17 o34 o-1 o46 
m14CG: e17 o34 o0 e-2 
m-23CF: e17 o41 e9999 o-20 
m-38CG: e17 o42 e-8 e0 
R-16m-1CEr: e17 o44 e-18 e13 
L-46m-1CEr: o17 e44 e-21 e5 
m8CG: e17 o57 e-14 o0 
R-18m-30CFr: e21 e0 e-14 e9999 
m-8CC: e21 o-3 o-3 e10 
m-12CC: e21 o-3 o-3 e-14 
L-24m-9CEr: e21 e4 o-35 e-26 
m-13CCr: e21 e4 e-40 o-41 
m-20CFr: e21 e4 e-44 e5 
m-15CGr: e21 e4 e-44 e6 
m0CDr: e21 o-5 e-9999 e10 
m-17CF: e21 o-5 e1 e17 
m20CDr: e21 o-5 o-6 o32 
m-16CBr: e21 o-5 o7 e9999 
m-6CDr: e21 o-5 e-13 o6 
m-19CCr: e21 o-5 e-25 e27 
m-28CC: e21 o-5 e-25 e42 
m-15CEr: e21 o-5 e-25 o1 
m-15CCr: e21 o-11 e-9999 o35 
m-24CC: e21 o-11 o-13 e-32 
m-19CEr: e21 o-11 o-21 e2 
m-20CE: e21 o-11 o-21 e-22 
m-27CB: e21 o-11 o-21 e-50 
m7CAr: e21 o-11 e-58 o30 
L10m18CDr: e21 o-19 e-45 e-23 
m3CB: e21 o-19 e-51 o2 
m4CE: e21 o-19 e-57 e-33 
m-25CCr: e21 o-49 e0 e15 
m-22CFr: e21 o-49 e-14 o-48 
m-28CA: e21 o-49 o-17 o58 
m-27CD: e21 o-49 o-17 o60 
m-14CE: e22 o-1 e2 e15 
m5CEr: e22 e8 e29 e15 
m-3CEr: e22 e8 e60 e9999 
m-19CD: e22 e-8 e38 e13 
m-36CE: e22 e-8 e38 o5 
R-14m6CDr: o22 o-18 o1 o32 
m6CDr: e22 e-18 e1 e53 
m-30CFr: e22 e-20 e-14 e52 
m-36CA: e22 e-20 e22 o-35 
m-23CGr: e22 e-20 e34 e0 
m-18CE: e22 e-22 o1 o24 
R-18m-8CDr: o22 o-22 o-23 o0 
m-21CB: e22 e-26 o-9999 e4 
m-20CC: e22 e-26 e9 e5 
L-21m-34CA: o22 o-26 o-10 e-9999 
L-21m-15CEr: o22 o-26 o-10 e-11 
m-16CE: e22 e-26 e14 o36 
m-13CGr: e22 e-26 e-16 e-34 
R-27m-13CGr: o22 o-26 o-16 o-52 
R-21m-19CEr: o22 o-26 o-18 o9999 
R-21m-25CD: o22 o-26 o-18 e-27 
m-10CG: e22 e-26 e-30 e-16 
m-2CC: e22 e-26 e-30 e22 
m-11CGr: e22 e-26 e-30 e36 
m-30CE: e22 e-26 e37 e6 
m-1CB: e22 o-33 e17 o-39 
m4CG: e22 o-33 e-38 e29 
m-3CB: e22 o-33 e45 e-20 
L-8m-2CDr: o22 e-37 o-6 e-31 
L-8m-19CAr: o22 e-37 o13 e13 
L-8m-1CD: o22 e-37 o25 o9999 
L-8m-2CE: o22 e-37 o35 o9999 
L-8m-10CDr: o22 e-37 o41 e-24 
L-8m-16CBr: o22 e-37 o46 o-3 
L-8m-14CA: o22 e-37 o46 o-23 
L-8m-7CB: o22 e-37 o46 o-25 
m-10CC: e22 e-38 o-5 o-1 
m-10CFr: e22 e-38 e-8 e-10 
m16CG: e22 e-42 e1 e60 
m-14CA: e22 e-42 e-12 e58 
m1CAr: e22 e-42 e34 e0 
R11m-11CCr: o22 e-43 o19 o43 
L-14m-9CAr: e22 o-47 e20 e-18 
m-10CE: e22 o-47 e48 o24 
R16m23CAr: o1 o0 o39 o-56 e9999 
R16m17CB: o1 o0 o39 o-56 e5 
R7m24CE: o1 o0 e-41 o-22 o-8 
L14m16CC: e1 e0 e43 e1 o-21 
L-19m7CCr: e1 e3 e28 o-21 e0 
L-6m-9CB: o1 o3 e-33 o32 o-20 
L-6m-12CBr: o1 o3 e-33 o32 e-21 
L-6m-1CD: o1 o3 e-33 o32 e-31 
L-6m-12CG: o1 o3 e-33 o32 o-36 
L8m8CBr: e1 e3 e43 e1 e20 
L8m5CB: e1 e3 e43 e1 e21 
L8m16CDr: e1 e3 e43 e1 e31 
L8m5CGr: e1 e3 e43 e1 e36 
R12m-32CFr: o1 o3 o45 o-12 o-20 
R12m-16CC: o1 o3 o45 o-12 o-30 
R12m-23CAr: o1 o3 o45 o16 e21 
R12m-5CD: o1 o3 o49 e-7 e-23 
R12m-6CFr: o1 o3 o49 o-8 e-39 
R12m-7CEr: o1 o3 o49 e-13 e-30 
R12m-1CD: o1 o3 o49 e-15 o1 
R12m-12CFr: o1 o3 o49 e-15 e-30 
R12m-3CCr: o1 o3 o49 o-30 o9 
R-39m-9CB: o1 e-7 o9999 o21 o-2 
R-5m4CBr: e1 o-7 e10 e46 e-9999 
R-2m-5CB: e1 o-7 e-18 e9999 e9 
L-18m-2CDr: o1 e-7 o19 o32 o15 
L-18m3CEr: o1 e-7 o19 o32 e-21 
R-14m-6CDr: o1 e-7 e-21 o4 o9999 
L-13m-9CB: e1 o-7 e32 e5 e-2 
R2m-19CAr: o1 e-7 e-33 o-32 o-9999 
R2m-20CA: o1 e-7 e-33 o-32 o-6 
R2m-27CAr: o1 e-7 e-33 o-32 e-15 
R2m-22CA: o1 e-7 e-33 o-32 o-20 
R-11m-10CBr: e1 o-7 e35 e-39 o-43 
L-18m-9CB: o1 e-7 o36 o32 o-2 
R-3m-16CA: o1 o-10 e-3 e-43 e-17 
L-1m-22CA: o1 o-10 o5 o32 o9999 
